study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	submitted_md5	submitted_ftp	sample_alias
PRJEB30642	SAMEA5208075	ERX3120424	ERR3046834	9606	Homo sapiens	be53118d1cf7658f609f3c19d2a21222;f8b684f2353b6859f56bf881ef76d1fd	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046834/4985-M191-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046834/4985-M191-MS28F-388R_R2.fastq.gz	1428
PRJEB30642	SAMEA5208076	ERX3120425	ERR3046835	9606	Homo sapiens	ff851967ace7088a7fcc80108252531e;59775438f23f4673cb51fd55ff44b1b3	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046835/4985-M192-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046835/4985-M192-MS28F-388R_R2.fastq.gz	1429
PRJEB30642	SAMEA5208078	ERX3120427	ERR3046837	9606	Homo sapiens	ad2fb2aa68fc50532c3dbe785c05f863;57bad8014da54ef646aa28cf7fd5518a	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046837/4985-M194-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046837/4985-M194-MS28F-388R_R2.fastq.gz	1431
PRJEB30642	SAMEA5208079	ERX3120428	ERR3046838	9606	Homo sapiens	77511365d0be290bd6e6d2d770697c2b;e07a04a19bd15078d7135e80ec1f04cb	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046838/4985-M195-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046838/4985-M195-MS28F-388R_R2.fastq.gz	1432
PRJEB30642	SAMEA5208088	ERX3120437	ERR3046847	9606	Homo sapiens	7d106c3bc593569739f8b9ca57c3da04;9429649cc3b78d8133f952ffc8e477ff	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046847/4985-M205-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046847/4985-M205-MS28F-388R_R2.fastq.gz	1441
PRJEB30642	SAMEA5208089	ERX3120438	ERR3046848	9606	Homo sapiens	d080c60e51017e9a8a3d5851eb3a9b99;539fcc289781cac06321c320e76905ae	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046848/4985-M206-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046848/4985-M206-MS28F-388R_R2.fastq.gz	1442
PRJEB30642	SAMEA5208090	ERX3120439	ERR3046849	9606	Homo sapiens	d4134e80b9d59f1c42a8060a15e35a15;437edb1129fd236a72ceda3645a9c5db	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046849/4985-M207-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046849/4985-M207-MS28F-388R_R2.fastq.gz	1443
PRJEB30642	SAMEA5208094	ERX3120443	ERR3046853	9606	Homo sapiens	efa12517309d876138cebacf0398275e;fcbc9f25c68dd8599f2363276264aa7e	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046853/4985-M211-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046853/4985-M211-MS28F-388R_R2.fastq.gz	1447
PRJEB30642	SAMEA5208095	ERX3120444	ERR3046854	9606	Homo sapiens	b54b66ecb9cd923c75b5d8afe333f100;c6e579feefa2a9af5ca971f05416332d	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046854/4985-M212-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046854/4985-M212-MS28F-388R_R2.fastq.gz	1448
PRJEB30642	SAMEA5208099	ERX3120448	ERR3046858	9606	Homo sapiens	019ea45b37e097a0527ec38a6292a19f;69dc047007d5b128a766c264cffb177c	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046858/4985-M218-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046858/4985-M218-MS28F-388R_R2.fastq.gz	1452
PRJEB30642	SAMEA5208105	ERX3120454	ERR3046864	9606	Homo sapiens	a9adafd8633ccf4ceb222459938ebc72;479659b4351f45c172a0727be020e139	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046864/4985-M224-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046864/4985-M224-MS28F-388R_R2.fastq.gz	1458
PRJEB30642	SAMEA5208111	ERX3120460	ERR3046870	9606	Homo sapiens	120e947ada6dd5f0d13705ce2eca317d;2db4c0e365da762a5d4b4559da0a3329	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046870/4985-M230-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046870/4985-M230-MS28F-388R_R2.fastq.gz	1464
PRJEB30642	SAMEA5208112	ERX3120461	ERR3046871	9606	Homo sapiens	c037701ef117efb285714309496a1d5e;cb6b8e8ac634a246bae996854e59f5a0	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046871/4985-M231-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046871/4985-M231-MS28F-388R_R2.fastq.gz	1465
PRJEB30642	SAMEA5208114	ERX3120463	ERR3046873	9606	Homo sapiens	011decacb989c973a7c4aa7a173ca89a;e1d275903ecb39e20b9e6e0d72cdf950	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046873/4985-M233-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046873/4985-M233-MS28F-388R_R2.fastq.gz	1467
PRJEB30642	SAMEA5208115	ERX3120464	ERR3046874	9606	Homo sapiens	0bac43bdab9086e973e246ffb987dd99;692ff35e034b193fde7c6b846684fb88	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046874/4985-M234-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046874/4985-M234-MS28F-388R_R2.fastq.gz	1468
PRJEB30642	SAMEA5208116	ERX3120465	ERR3046875	9606	Homo sapiens	acc31cfd10175ec72c06688d7f17fcec;945f0da64d5bebb80901088a08e1a438	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046875/4985-M235-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046875/4985-M235-MS28F-388R_R2.fastq.gz	1469
PRJEB30642	SAMEA5208123	ERX3120472	ERR3046882	9606	Homo sapiens	437b840896b6767b10365299a08af184;861e5f8f77a6e77d3182f39172041b37	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046882/4985-M243-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046882/4985-M243-MS28F-388R_R2.fastq.gz	1476
PRJEB30642	SAMEA5208127	ERX3120476	ERR3046886	9606	Homo sapiens	9a8d407d9257d88c29ba830b3aa2fa86;f21edc9a455e7e8ea69b676ff62a7398	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046886/4985-M247-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046886/4985-M247-MS28F-388R_R2.fastq.gz	1480
PRJEB30642	SAMEA5208129	ERX3120478	ERR3046888	9606	Homo sapiens	0a7feb85124e2fea599b31db83f24421;cea1a4dc36e49e3f51ac26c4db8eda70	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046888/4985-M250-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046888/4985-M250-MS28F-388R_R2.fastq.gz	1482
PRJEB30642	SAMEA5208137	ERX3120486	ERR3046896	9606	Homo sapiens	f822ec26ad43b9bc577b2c1a252ed0d1;2550cc0d0e5ea7240478dc8d8565e2d8	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046896/4985-M261-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046896/4985-M261-MS28F-388R_R2.fastq.gz	1490
PRJEB30642	SAMEA5208139	ERX3120488	ERR3046898	9606	Homo sapiens	4de09b39e2d583e60ec837f99791cdf5;c4260dd2d9e29df558bcbc0e580e3f85	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046898/4985-M263-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046898/4985-M263-MS28F-388R_R2.fastq.gz	1492
PRJEB30642	SAMEA5208144	ERX3120493	ERR3046903	9606	Homo sapiens	efd3e7d637574a0599646b61e6e010c5;d0468b95dbbbf1739dbe6a74e95ef6da	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046903/4985-M269-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046903/4985-M269-MS28F-388R_R2.fastq.gz	1497
PRJEB30642	SAMEA5208146	ERX3120495	ERR3046905	9606	Homo sapiens	f4d62f42aef8e632ba41794a7eb2dd3f;6ac9b2f16cceb3e19a8300e2feae0f32	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046905/4985-M271-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046905/4985-M271-MS28F-388R_R2.fastq.gz	1499
PRJEB30642	SAMEA5208151	ERX3120500	ERR3046910	9606	Homo sapiens	c4cbf4cc2b8b6b211f128dc0a6eb2ac9;a856a766b1dd7de720cfd332ec9ee2ad	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046910/4985-M277-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046910/4985-M277-MS28F-388R_R2.fastq.gz	1504
PRJEB30642	SAMEA5208153	ERX3120502	ERR3046912	9606	Homo sapiens	7005469f54bcbb3071b18587100e5429;b8b9fb8491ad179d118a85e6e11cb66e	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046912/4985-M279-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046912/4985-M279-MS28F-388R_R2.fastq.gz	1506
PRJEB30642	SAMEA5208159	ERX3120508	ERR3046918	9606	Homo sapiens	9c7a6c79a91bfb4d859b8b62630a3a1c;c3e70395074a639033646ce2a4d41fa2	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046918/4985-M285-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046918/4985-M285-MS28F-388R_R2.fastq.gz	1512
PRJEB30642	SAMEA5208160	ERX3120509	ERR3046919	9606	Homo sapiens	5b9a09fe814f008aa2f171075322ec98;4e4bbc0476daa8a721282f0cb42eb79d	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046919/4985-M286-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046919/4985-M286-MS28F-388R_R2.fastq.gz	1513
PRJEB30642	SAMEA5208162	ERX3120511	ERR3046921	9606	Homo sapiens	08ee4f00484ddefa378132f8d12de9db;df3044353fd78291b080d5e4a74554c4	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046921/4985-M289-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046921/4985-M289-MS28F-388R_R2.fastq.gz	1515
PRJEB30642	SAMEA5208163	ERX3120512	ERR3046922	9606	Homo sapiens	4b9cc4cf4a9067ba04e2f6d74ceca259;68dcd7643d5a8f8a561ee2c59a6a1cf5	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046922/4985-M291-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046922/4985-M291-MS28F-388R_R2.fastq.gz	1516
PRJEB30642	SAMEA5208164	ERX3120513	ERR3046923	9606	Homo sapiens	1d93ae91a1a9f8a77645fd37d17d74b6;33fa35f7d4a9069a78c4f016890b24d3	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046923/4985-M292-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046923/4985-M292-MS28F-388R_R2.fastq.gz	1517
PRJEB30642	SAMEA5208165	ERX3120514	ERR3046924	9606	Homo sapiens	40a9d73d971c35a0009ebf98bab97e1d;f346cca4503f1c719dd1039f64c9ae5d	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046924/4985-M294-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046924/4985-M294-MS28F-388R_R2.fastq.gz	1518
PRJEB30642	SAMEA5208170	ERX3120519	ERR3046929	9606	Homo sapiens	8d242eb69348e8dae334b9514d93c401;b94a75226dd4cb79d65567591cdf4bb3	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046929/4985-M299-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046929/4985-M299-MS28F-388R_R2.fastq.gz	1523
PRJEB30642	SAMEA5207933	ERX3120282	ERR3046692	9606	Homo sapiens	33458b323657577a5362294e2b610cca;4f4c51c990c0f45d76446b04d188d9ed	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046692/3151-37-MS28F-388R_S145_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046692/3151-37-MS28F-388R_S145_L001_R2_001.fastq.gz	1286
PRJEB30642	SAMEA5207967	ERX3120316	ERR3046726	9606	Homo sapiens	e531dc4a36274dcb0462f5b764d5d042;b1493d9d3f2f577c3092320b2abefee9	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046726/4985-236-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046726/4985-236-MS28F-388R_R2.fastq.gz	1320
PRJEB30642	SAMEA5207982	ERX3120331	ERR3046741	9606	Homo sapiens	551fe5c367086a17579dbc1aa5bd3dab;7afe36da8b568ef64562a36eea9dce2f	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046741/4985-309-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046741/4985-309-MS28F-388R_R2.fastq.gz	1335
PRJEB30642	SAMEA5208000	ERX3120349	ERR3046759	9606	Homo sapiens	90652ca620b926dbab7e904150b9753a;7b2390a16512a8d7d9177ebfd5f72239	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046759/4985-B111-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046759/4985-B111-MS28F-388R_R2.fastq.gz	1353
PRJEB30642	SAMEA5208001	ERX3120350	ERR3046760	9606	Homo sapiens	fc72ec27210e42842aff7d2f8e55adfc;9e70f01026508517aeb3695757c5c9e0	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046760/4985-B114-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046760/4985-B114-MS28F-388R_R2.fastq.gz	1354
PRJEB30642	SAMEA5208003	ERX3120352	ERR3046762	9606	Homo sapiens	8523755573fe1bb3609f1dae55335ed4;7f405b356b89eaa4f47900c32af6b366	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046762/4985-B124-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046762/4985-B124-MS28F-388R_R2.fastq.gz	1356
PRJEB30642	SAMEA5208005	ERX3120354	ERR3046764	9606	Homo sapiens	118b26a72ae7133a6f4c97c0db8bf052;8f7aeea84404760337e1dd35bc269317	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046764/4985-B127-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046764/4985-B127-MS28F-388R_R2.fastq.gz	1358
PRJEB30642	SAMEA5208016	ERX3120365	ERR3046775	9606	Homo sapiens	ba32ca64fbab4d29d1526d060d521697;c313f8fbdf0823c254d54552fbb67929	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046775/4985-B144-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046775/4985-B144-MS28F-388R_R2.fastq.gz	1369
PRJEB30642	SAMEA5208020	ERX3120369	ERR3046779	9606	Homo sapiens	7b41cfcbaa06f41e66f1acd769c980b9;65eefe0b0a23700c51e388bfbb5b504d	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046779/4985-B152-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046779/4985-B152-MS28F-388R_R2.fastq.gz	1373
PRJEB30642	SAMEA5208023	ERX3120372	ERR3046782	9606	Homo sapiens	4db02b717c91f66e92ced0137c335145;f9973806b133c4276f0134f203370f8a	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046782/4985-B156-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046782/4985-B156-MS28F-388R_R2.fastq.gz	1376
PRJEB30642	SAMEA5208046	ERX3120395	ERR3046805	9606	Homo sapiens	a756006ed8999e87712f49d31f5ddbd2;8dad67d302bea6a10aa6bad88a6656e9	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046805/4985-B190-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046805/4985-B190-MS28F-388R_R2.fastq.gz	1399
PRJEB30642	SAMEA5208049	ERX3120398	ERR3046808	9606	Homo sapiens	7bc5349e1b4ec24ff922be7d3a5677d2;a68b810fa02db9b78bb4f1d1a76175a3	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046808/4985-B195-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046808/4985-B195-MS28F-388R_R2.fastq.gz	1402
PRJEB30642	SAMEA5208055	ERX3120404	ERR3046814	9606	Homo sapiens	feba9718a341d0874d1de1beeb7555b3;ded4f16f4b8ce5520ffc07fd4bee7b50	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046814/4985-B204-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046814/4985-B204-MS28F-388R_R2.fastq.gz	1408
PRJEB30642	SAMEA5208059	ERX3120408	ERR3046818	9606	Homo sapiens	3b3d86bfd4cae1dba1e1adc3e584e01f;74961f1ef292b17142dd8d1c792ef1f1	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046818/4985-B214-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046818/4985-B214-MS28F-388R_R2.fastq.gz	1412
PRJEB30642	SAMEA5208064	ERX3120413	ERR3046823	9606	Homo sapiens	cecf719ab886c483c5cc1496c9a00187;b6029aea493567324c37880965fff4dd	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046823/4985-M168-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046823/4985-M168-MS28F-388R_R2.fastq.gz	1417
PRJEB30642	SAMEA5208065	ERX3120414	ERR3046824	9606	Homo sapiens	cd861fc6ae2008d5af5c3e7d750e1af6;62cba04d5beac55b4c91c851bc27c2a1	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046824/4985-M169-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046824/4985-M169-MS28F-388R_R2.fastq.gz	1418
PRJEB30642	SAMEA5208072	ERX3120421	ERR3046831	9606	Homo sapiens	2a2af60c8f0ccbe873e713ce6ec37919;31af1a6fee0b6baaa91c44b5ea40d544	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046831/4985-M186-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046831/4985-M186-MS28F-388R_R2.fastq.gz	1425
PRJEB30642	SAMEA5208077	ERX3120426	ERR3046836	9606	Homo sapiens	da3512c8df5b416c45dd341a81b3ef46;e36d2326cc0fd69c4f6b2aa1bc138d7b	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046836/4985-M193-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046836/4985-M193-MS28F-388R_R2.fastq.gz	1430
PRJEB30642	SAMEA5208085	ERX3120434	ERR3046844	9606	Homo sapiens	839fe1c685f8cefc0f61493d0b1dfc17;7a8a46ba23798461919b713052ff4c59	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046844/4985-M202-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046844/4985-M202-MS28F-388R_R2.fastq.gz	1438
PRJEB30642	SAMEA5208087	ERX3120436	ERR3046846	9606	Homo sapiens	9031af69cc6e1fd333dcba73158a45c2;4dfb9cd4ef8aaf2a61974ede38f0aaec	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046846/4985-M204-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046846/4985-M204-MS28F-388R_R2.fastq.gz	1440
PRJEB30642	SAMEA5208091	ERX3120440	ERR3046850	9606	Homo sapiens	18254e49e8b8d5f6c2630a59c1a20ec4;7f1428dccf84666643a287e3570c1cb8	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046850/4985-M208-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046850/4985-M208-MS28F-388R_R2.fastq.gz	1444
PRJEB30642	SAMEA5208092	ERX3120441	ERR3046851	9606	Homo sapiens	3caf86b424aa350ec324d4da6416cf75;8d0c6b7250029a0c2153c5610325f762	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046851/4985-M209-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046851/4985-M209-MS28F-388R_R2.fastq.gz	1445
PRJEB30642	SAMEA5208098	ERX3120447	ERR3046857	9606	Homo sapiens	41b0c538edf241228df094da705ecd63;bb5ddbd4d8aaac647b003b8c66376f49	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046857/4985-M217-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046857/4985-M217-MS28F-388R_R2.fastq.gz	1451
PRJEB30642	SAMEA5208109	ERX3120458	ERR3046868	9606	Homo sapiens	86d34ac4b71e625c1bf2b65bc296a371;8182590359d350f73aeb4e87582ff34b	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046868/4985-M228-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046868/4985-M228-MS28F-388R_R2.fastq.gz	1462
PRJEB30642	SAMEA5208117	ERX3120466	ERR3046876	9606	Homo sapiens	f79df652f085ed03fa5fc4ec2f7ece7c;1defbb66372e8b38f90d56bcc64244d6	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046876/4985-M236-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046876/4985-M236-MS28F-388R_R2.fastq.gz	1470
PRJEB30642	SAMEA5208121	ERX3120470	ERR3046880	9606	Homo sapiens	86d4f0fac4fbe57d6e08736155e69352;cc991dd8475308f2e6efaab554669c86	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046880/4985-M241-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046880/4985-M241-MS28F-388R_R2.fastq.gz	1474
PRJEB30642	SAMEA5208130	ERX3120479	ERR3046889	9606	Homo sapiens	d0eaadbf5db7ccf21f2b074c3f00c981;f71edc05ff70dbdb23c5bdc4666d9fde	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046889/4985-M253-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046889/4985-M253-MS28F-388R_R2.fastq.gz	1483
PRJEB30642	SAMEA5208132	ERX3120481	ERR3046891	9606	Homo sapiens	ed2e9801eba275cfdd1553349317e6a2;23074565a7f30bea23415e346b26b662	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046891/4985-M255-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046891/4985-M255-MS28F-388R_R2.fastq.gz	1485
PRJEB30642	SAMEA5208142	ERX3120491	ERR3046901	9606	Homo sapiens	c4f5d7ce11f7f9135ae1cdf4c8267859;88d9df9e03c6efb3703063fad12b4016	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046901/4985-M266-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046901/4985-M266-MS28F-388R_R2.fastq.gz	1495
PRJEB30642	SAMEA5208147	ERX3120496	ERR3046906	9606	Homo sapiens	547ad8e987bb63915181ca7cdf4c14ff;524509ecda07c023e85cb516261844a2	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046906/4985-M272-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046906/4985-M272-MS28F-388R_R2.fastq.gz	1500
PRJEB30642	SAMEA5208148	ERX3120497	ERR3046907	9606	Homo sapiens	dd310c8043323e3ef0d07004c40be6b5;d9a36c819a1d2abaa6f726d5f5a2ac53	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046907/4985-M273-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046907/4985-M273-MS28F-388R_R2.fastq.gz	1501
PRJEB30642	SAMEA5208154	ERX3120503	ERR3046913	9606	Homo sapiens	cfe9fccde040bb62ef7de5d12c9b59cb;d7708551344be3ec7b63b569aab34563	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046913/4985-M280-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046913/4985-M280-MS28F-388R_R2.fastq.gz	1507
PRJEB30642	SAMEA5208166	ERX3120515	ERR3046925	9606	Homo sapiens	96d494d273c48112ec560530d86d1ed3;d8833736fda2775a0b788c81b9a72ed6	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046925/4985-M295-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046925/4985-M295-MS28F-388R_R2.fastq.gz	1519
PRJEB30642	SAMEA5208169	ERX3120518	ERR3046928	9606	Homo sapiens	7f6249bd07c217b89e6fd9bda666b295;cbf1d54cba8c77b7003564004be782aa	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046928/4985-M298-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046928/4985-M298-MS28F-388R_R2.fastq.gz	1522
PRJEB30642	SAMEA5207923	ERX3120272	ERR3046682	9606	Homo sapiens	0205b4725f0b92ce5b6e95db710993be;2ac806e9c0a2a6b25077f997779b78b5	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046682/3151-147-MS28F-388R_S307_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046682/3151-147-MS28F-388R_S307_L001_R2_001.fastq.gz	1276
